HMamba.hmamba_L_N3 - E165 B2050 | loss=12.602 (ctc=12.726 seq=5.851 dc=0.7212) | comp=0.335 (target=0.333) | bias=-0.489 (grad=-5.2188) | VRAM=17148MB | t=167ms
HMamba.hmamba_L_N3 - E165 B2100 | loss=9.243 (ctc=6.625 seq=3.095 dc=0.7829) | comp=0.328 (target=0.333) | bias=-0.489 (grad=-2.6953) | VRAM=17148MB | t=171ms
HMamba.hmamba_L_N3 - E165 B2150 | loss=11.807 (ctc=10.855 seq=4.765 dc=0.8023) | comp=0.331 (target=0.333) | bias=-0.488 (grad=7.7656) | VRAM=17148MB | t=193ms
HMamba.hmamba_L_N3 - E165 B2200 | loss=10.778 (ctc=9.371 seq=4.556 dc=0.7350) | comp=0.335 (target=0.333) | bias=-0.488 (grad=5.3047) | VRAM=17148MB | t=189ms
HMamba.hmamba_L_N3 - E165 B2250 | loss=11.025 (ctc=9.645 seq=4.486 dc=0.7679) | comp=0.336 (target=0.333) | bias=-0.488 (grad=-2.7109) | VRAM=17148MB | t=182ms
HMamba.hmamba_L_N3 - E165 B2300 | loss=11.241 (ctc=9.413 seq=5.152 dc=0.7401) | comp=0.337 (target=0.333) | bias=-0.488 (grad=1.1146) | VRAM=17148MB | t=162ms
HMamba.hmamba_L_N3 - E165 B2350 | loss=9.197 (ctc=6.821 seq=3.420 dc=0.7318) | comp=0.335 (target=0.333) | bias=-0.488 (grad=-2.7734) | VRAM=17148MB | t=179ms
HMamba.hmamba_L_N3 - E165 B2400 | loss=10.941 (ctc=9.580 seq=3.986 dc=0.8118) | comp=0.338 (target=0.333) | bias=-0.488 (grad=-7.7734) | VRAM=17148MB | t=235ms
HMamba.hmamba_L_N3 - E165 B2450 | loss=12.028 (ctc=10.408 seq=4.832 dc=0.8497) | comp=0.332 (target=0.333) | bias=-0.488 (grad=-5.2344) | VRAM=17148MB | t=246ms
HMamba.hmamba_L_N3 - E165 B2500 | loss=9.250 (ctc=6.024 seq=3.485 dc=0.7698) | comp=0.341 (target=0.333) | bias=-0.488 (grad=5.0859) | VRAM=17148MB | t=171ms
HMamba.hmamba_L_N3 - E165 B2550 | loss=10.207 (ctc=8.331 seq=3.955 dc=0.7598) | comp=0.329 (target=0.333) | bias=-0.488 (grad=-0.0469) | VRAM=17148MB | t=161ms
HMamba.hmamba_L_N3 - E165 B2600 | loss=10.562 (ctc=8.654 seq=4.129 dc=0.7807) | comp=0.329 (target=0.333) | bias=-0.488 (grad=-0.1562) | VRAM=17148MB | t=173ms
HMamba.hmamba_L_N3 - E165 B2650 | loss=8.387 (ctc=4.830 seq=2.857 dc=0.7598) | comp=0.329 (target=0.333) | bias=-0.488 (grad=-7.4688) | VRAM=17148MB | t=162ms
HMamba.hmamba_L_N3 - E165 B2700 | loss=9.463 (ctc=7.514 seq=3.481 dc=0.7342) | comp=0.336 (target=0.333) | bias=-0.488 (grad=2.5234) | VRAM=17148MB | t=170ms
HMamba.hmamba_L_N3 - E165 B2750 | loss=10.079 (ctc=8.457 seq=3.802 dc=0.7508) | comp=0.338 (target=0.333) | bias=-0.488 (grad=2.6719) | VRAM=17148MB | t=165ms
HMamba.hmamba_L_N3 - E165 B2800 | loss=9.016 (ctc=6.625 seq=3.277 dc=0.7285) | comp=0.333 (target=0.333) | bias=-0.488 (grad=-2.6484) | VRAM=17148MB | t=172ms
HMamba.hmamba_L_N3 - E165 B2850 | loss=10.859 (ctc=10.251 seq=4.458 dc=0.7173) | comp=0.333 (target=0.333) | bias=-0.488 (grad=0.0078) | VRAM=17148MB | t=160ms
HMamba.hmamba_L_N3 - E165 B2900 | loss=10.512 (ctc=8.897 seq=4.144 dc=0.7604) | comp=0.339 (target=0.333) | bias=-0.488 (grad=5.1797) | VRAM=17148MB | t=163ms
