HMamba.hmamba_L_N2 - E83 B2000 | loss=10.567 (ctc=10.417 seq=4.858 dc=0.8084) | comp=0.502 (target=0.500) | bias=-0.058 (grad=2.9082) | VRAM=18384MB | t=171ms
HMamba.hmamba_L_N2 - E83 B2050 | loss=10.153 (ctc=9.305 seq=4.905 dc=0.7857) | comp=0.499 (target=0.500) | bias=-0.058 (grad=2.9688) | VRAM=18384MB | t=180ms
HMamba.hmamba_L_N2 - E83 B2100 | loss=9.909 (ctc=8.219 seq=4.597 dc=0.8451) | comp=0.494 (target=0.500) | bias=-0.058 (grad=1.8633) | VRAM=18384MB | t=165ms
HMamba.hmamba_L_N2 - E83 B2150 | loss=9.488 (ctc=7.912 seq=4.481 dc=0.7955) | comp=0.502 (target=0.500) | bias=-0.058 (grad=0.0859) | VRAM=18384MB | t=172ms
HMamba.hmamba_L_N2 - E83 B2200 | loss=9.874 (ctc=8.998 seq=4.537 dc=0.7997) | comp=0.502 (target=0.500) | bias=-0.058 (grad=0.9805) | VRAM=18384MB | t=169ms
HMamba.hmamba_L_N2 - E83 B2250 | loss=13.640 (ctc=15.737 seq=6.681 dc=0.8484) | comp=0.494 (target=0.500) | bias=-0.058 (grad=-1.9414) | VRAM=18384MB | t=182ms
HMamba.hmamba_L_N2 - E83 B2300 | loss=11.565 (ctc=11.966 seq=5.366 dc=0.8437) | comp=0.499 (target=0.500) | bias=-0.058 (grad=0.0078) | VRAM=18384MB | t=188ms
HMamba.hmamba_L_N2 - E83 B2350 | loss=12.477 (ctc=13.469 seq=6.388 dc=0.7930) | comp=0.497 (target=0.500) | bias=-0.058 (grad=-1.9531) | VRAM=18384MB | t=168ms
HMamba.hmamba_L_N2 - E83 B2400 | loss=11.116 (ctc=11.481 seq=5.428 dc=0.7744) | comp=0.501 (target=0.500) | bias=-0.057 (grad=1.0019) | VRAM=18384MB | t=170ms
HMamba.hmamba_L_N2 - E83 B2450 | loss=10.720 (ctc=10.728 seq=5.151 dc=0.7793) | comp=0.500 (target=0.500) | bias=-0.058 (grad=-0.0391) | VRAM=18384MB | t=176ms
HMamba.hmamba_L_N2 - E83 B2500 | loss=12.043 (ctc=12.206 seq=5.889 dc=0.8517) | comp=0.496 (target=0.500) | bias=-0.058 (grad=5.9121) | VRAM=18384MB | t=203ms
HMamba.hmamba_L_N2 - E83 B2550 | loss=8.367 (ctc=6.105 seq=3.601 dc=0.8029) | comp=0.503 (target=0.500) | bias=-0.058 (grad=1.9531) | VRAM=18384MB | t=165ms
HMamba.hmamba_L_N2 - E83 B2600 | loss=11.224 (ctc=10.932 seq=5.680 dc=0.7937) | comp=0.500 (target=0.500) | bias=-0.058 (grad=-0.9336) | VRAM=18384MB | t=177ms
HMamba.hmamba_L_N2 - E83 B2650 | loss=11.619 (ctc=11.366 seq=5.986 dc=0.8039) | comp=0.502 (target=0.500) | bias=-0.058 (grad=1.9707) | VRAM=18384MB | t=164ms
HMamba.hmamba_L_N2 - E83 B2700 | loss=11.933 (ctc=12.688 seq=5.734 dc=0.8225) | comp=0.495 (target=0.500) | bias=-0.059 (grad=1.0312) | VRAM=18384MB | t=161ms
